id,PI,matrix,plot,treatment,day,depth,in_plot_location,block,runoff_sample
P9-s4-d1-t14,Jared,soil,9,manured_control,t14,d1,s4,3,NA
P9-s4-d1-t2,Jared,soil,9,manured_control,t2,d1,s4,3,NA
P9-s4-d1-t21,Jared,soil,9,manured_control,t21,d1,s4,3,NA
P9-s4-d1-t42,Jared,soil,9,manured_control,t42,d1,s4,3,NA
P9-s4-d2-b,Jared,soil,9,manured_control,b,d2,s4,3,NA
P9-s4-d2-t0,Jared,soil,9,manured_control,t0,d2,s4,3,NA
P9-s4-d2-t14,Jared,soil,9,manured_control,t14,d2,s4,3,NA
P9-s4-d2-t2,Jared,soil,9,manured_control,t2,d2,s4,3,NA
P9-s4-d2-t21,Jared,soil,9,manured_control,t21,d2,s4,3,NA
P9-s4-d2-t42,Jared,soil,9,manured_control,t42,d2,s4,3,NA
P9-s5-d1-b,Jared,soil,9,manured_control,b,d1,s5,3,NA
P9-s5-d1-t0,Jared,soil,9,manured_control,t0,d1,s5,3,NA
P9-s5-d1-t14,Jared,soil,9,manured_control,t14,d1,s5,3,NA
P9-s5-d1-t2,Jared,soil,9,manured_control,t2,d1,s5,3,NA
P9-s5-d1-t21,Jared,soil,9,manured_control,t21,d1,s5,3,NA
P9-s5-d1-t42,Jared,soil,9,manured_control,t42,d1,s5,3,NA
P9-s5-d2-b,Jared,soil,9,manured_control,b,d2,s5,3,NA
P9-s5-d2-t0,Jared,soil,9,manured_control,t0,d2,s5,3,NA
P9-s5-d2-t14,Jared,soil,9,manured_control,t14,d2,s5,3,NA
P9-s5-d2-t2,Jared,soil,9,manured_control,t2,d2,s5,3,NA
P9-s5-d2-t21,Jared,soil,9,manured_control,t21,d2,s5,3,NA
P9-s5-d2-t42,Jared,soil,9,manured_control,t42,d2,s5,3,NA
PMB1A1,Jared,manure,NA,NA,0,NA,NA,1,NA
PMB1D1,Jared,manure,NA,NA,0,NA,NA,1,NA
PMB2B1,Jared,manure,NA,NA,0,NA,NA,2,NA
PMB2E2,Jared,manure,NA,NA,0,NA,NA,2,NA
PMB3C1,Jared,manure,NA,NA,0,NA,NA,3,NA
PMB3F1,Jared,manure,NA,NA,0,NA,NA,3,NA
